,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match Info,Match No,Season
6,DT Christian,4,0,38,1,9.5,6,2,2,0,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
1,MG Johnson,4,0,25,0,6.25,11,3,0,1,0,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
2,JA Richardson,4,0,45,0,11.25,8,6,1,0,1,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
3,DJ Willey,4,0,30,2,7.5,9,3,1,0,0,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
4,AJ Tye,4,0,28,1,7,10,3,0,1,0,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
5,AC Voges,2,0,23,0,11.5,2,1,2,0,0,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
6,JM Muirhead,2,0,14,1,7,1,0,0,0,0,Sydney Sixers,Perth Scorchers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
1,SNJ O'Keefe,3,0,20,0,6.66,6,2,0,0,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
2,BJ Dwarshuis,4,0,26,1,6.5,8,2,0,1,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
3,WER Somerville,4,0,32,0,8,7,1,2,0,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
4,DR Sams,3,0,25,2,8.33,9,2,2,0,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
5,SA Abbott,3.1,0,42,0,13.26,7,5,2,1,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
6,J Botha,1,0,9,0,9,2,0,1,0,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
7,NJ Maddinson,1,0,14,0,14,0,1,1,0,0,Perth Scorchers,Sydney Sixers,1114869,"14th Match (N), Big Bash League at Perth, Jan 1 2018 | Match Summary | ESPNCricinfo",220,7
1,Yasir Shah,4,0,16,1,4,10,0,0,1,0,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
2,MT Steketee,4,0,36,1,9,7,5,0,2,0,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
3,B Doggett,4,0,35,0,8.75,6,2,1,1,0,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
4,CJ Gannon,2,0,24,0,12,2,3,0,0,1,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
5,MJ Swepson,4,0,14,3,3.5,11,0,0,1,0,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
6,BCJ Cutting,2,0,14,1,7,4,1,0,0,1,Melbourne Stars,Brisbane Heat,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
1,JP Faulkner,2,0,14,0,7,4,2,0,0,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
2,MA Beer,2.4,0,28,0,10.5,5,4,1,0,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
3,A Zampa,4,0,28,0,7,11,3,1,0,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
4,JW Hastings,2,0,22,0,11,3,2,1,0,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
5,MP Stoinis,2,0,30,0,15,3,3,2,1,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
6,L Bowe,2,0,21,1,10.5,5,3,1,0,0,Brisbane Heat,Melbourne Stars,1114870,"15th Match (N), Big Bash League at Melbourne, Jan 2 2018 | Match Summary | ESPNCricinfo",221,7
1,Mohammad Nabi,4,0,22,2,5.5,11,3,0,0,0,Sydney Sixers,Melbourne Renegades,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
2,KW Richardson,4,1,13,0,3.25,12,0,0,0,0,Sydney Sixers,Melbourne Renegades,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
3,DJ Bravo,4,0,29,3,7.25,10,2,1,1,0,Sydney Sixers,Melbourne Renegades,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
4,JD Wildermuth,4,0,20,1,5,11,1,0,0,0,Sydney Sixers,Melbourne Renegades,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
5,GB Hogg,4,0,26,1,6.5,6,2,0,0,0,Sydney Sixers,Melbourne Renegades,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
1,BJ Dwarshuis,4,0,19,1,4.75,14,2,0,1,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
2,MW Edwards,3,0,31,0,10.33,7,3,2,0,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
3,DR Sams,3.3,0,27,0,7.71,9,4,0,2,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
4,WER Somerville,2,0,13,0,6.5,7,1,1,0,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
5,SA Abbott,2,0,13,0,6.5,5,2,0,0,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
6,J Botha,1,0,7,0,7,1,0,0,0,0,Melbourne Renegades,Sydney Sixers,1114871,"16th Match (N), Big Bash League at Geelong, Jan 3 2018 | Match Summary | ESPNCricinfo",222,7
1,TM Head,1,0,13,0,13,1,2,0,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
2,B Stanlake,4,0,27,2,6.75,10,2,1,1,0,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
3,Rashid Khan,4,0,18,2,4.5,12,2,0,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
4,MG Neser,4,0,47,0,11.75,3,3,2,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
5,B Laughlin,3,0,42,0,14,5,5,2,0,1,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
6,PM Siddle,4,0,35,0,8.75,6,0,2,2,0,Hobart Hurricanes,Adelaide Strikers,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
1,CA Rose,4,0,32,1,8,9,5,0,1,0,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
2,JC Archer,4,0,15,3,3.75,13,0,0,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
3,TS Mills,4,0,41,1,10.25,10,3,3,2,1,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
4,CJ Boyce,4,0,34,0,8.5,4,2,1,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
5,DT Christian,3,0,33,0,11,3,2,1,3,0,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
6,S Milenko,1,0,20,0,20,1,0,3,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,"17th Match (N), Big Bash League at Hobart, Jan 4 2018 | Match Summary | ESPNCricinfo",223,7
1,JA Richardson,4,0,44,1,11,8,5,2,1,0,Brisbane Heat,Perth Scorchers,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
2,DJ Willey,4,0,40,2,10,11,4,2,3,0,Brisbane Heat,Perth Scorchers,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
3,AJ Tye,4,0,47,1,11.75,7,5,3,0,0,Brisbane Heat,Perth Scorchers,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
4,AC Agar,4,0,22,1,5.5,7,0,0,1,0,Brisbane Heat,Perth Scorchers,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
5,JS Paris,4,0,36,1,9,8,1,3,1,0,Brisbane Heat,Perth Scorchers,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
1,JA Burns,1,0,4,0,4,4,0,0,2,0,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
2,Yasir Shah,4,0,27,1,6.75,6,1,1,0,0,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
3,MT Steketee,4,0,28,3,7,11,3,0,0,0,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
4,B Doggett,4,0,35,5,8.75,9,5,0,1,1,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
5,MJ Swepson,4,0,34,1,8.5,5,0,2,0,0,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
6,BCJ Cutting,2,0,14,0,7,3,0,0,2,0,Perth Scorchers,Brisbane Heat,1114873,"18th Match (N), Big Bash League at Brisbane, Jan 5 2018 | Match Summary | ESPNCricinfo",224,7
1,Mohammad Nabi,4,0,27,1,6.75,10,3,0,0,0,Melbourne Stars,Melbourne Renegades,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
2,KW Richardson,4,0,39,1,9.75,4,5,0,0,0,Melbourne Stars,Melbourne Renegades,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
3,DJ Bravo,4,0,31,1,7.75,9,4,0,0,0,Melbourne Stars,Melbourne Renegades,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
4,JD Wildermuth,4,0,28,1,7,10,4,0,1,0,Melbourne Stars,Melbourne Renegades,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
5,GB Hogg,4,0,32,0,8,5,1,1,0,0,Melbourne Stars,Melbourne Renegades,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
1,JR Coleman,4,0,22,1,5.5,13,3,0,1,0,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
2,MA Beer,1,0,23,0,23,0,4,1,0,0,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
3,MP Stoinis,3,0,28,0,9.33,5,3,0,1,1,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
4,JW Hastings,3.5,0,24,2,6.26,9,0,1,2,0,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
5,A Zampa,3,0,26,1,8.66,3,0,2,0,0,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
6,JP Faulkner,2,0,21,0,10.5,3,2,0,0,1,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
7,GJ Maxwell,1,0,10,0,10,1,0,0,0,0,Melbourne Renegades,Melbourne Stars,1114874,"19th Match (N), Big Bash League at Melbourne, Jan 6 2018 | Match Summary | ESPNCricinfo",225,7
1,SR Watson,1,0,8,0,8,2,1,0,1,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
2,MJ McClenaghan,4,0,38,0,9.5,8,2,2,1,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
3,CJ Green,4,0,22,1,5.5,13,0,2,0,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
4,GS Sandhu,3,0,28,2,9.33,8,2,2,2,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
5,Fawad Ahmed,4,0,31,3,7.75,11,4,1,0,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
6,AJ Nair,4,0,28,0,7,5,0,1,0,0,Adelaide Strikers,Sydney Thunder,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
1,MG Neser,4,0,29,3,7.25,11,1,2,1,0,Sydney Thunder,Adelaide Strikers,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
2,B Stanlake,4,0,24,1,6,14,4,0,1,0,Sydney Thunder,Adelaide Strikers,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
3,Rashid Khan,4,0,21,2,5.25,10,2,0,0,0,Sydney Thunder,Adelaide Strikers,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
4,PM Siddle,4,1,13,2,3.25,14,1,0,0,0,Sydney Thunder,Adelaide Strikers,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
5,B Laughlin,4,0,38,1,9.5,8,1,3,1,0,Sydney Thunder,Adelaide Strikers,1114875,"20th Match (N), Big Bash League at Sydney, Jan 7 2018 | Match Summary | ESPNCricinfo",226,7
1,JM Bird,4,0,31,1,7.75,11,3,1,0,0,Hobart Hurricanes,Sydney Sixers,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
2,BJ Dwarshuis,4,0,30,1,7.5,10,3,1,0,0,Hobart Hurricanes,Sydney Sixers,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
3,J Botha,4,0,29,0,7.25,5,3,0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
4,DR Sams,4,0,49,1,12.25,4,6,2,0,0,Hobart Hurricanes,Sydney Sixers,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
5,SA Abbott,4,0,27,3,6.75,14,3,1,0,0,Hobart Hurricanes,Sydney Sixers,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
1,S Milenko,1,0,14,0,14,1,0,1,1,1,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
2,CA Rose,3,0,22,1,7.33,8,3,0,1,0,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
3,JC Archer,4,0,35,0,8.75,7,4,1,0,0,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
4,TS Mills,4,0,42,2,10.5,6,2,3,1,0,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
5,CJ Boyce,4,0,22,0,5.5,5,1,0,0,0,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
6,DT Christian,4,0,27,1,6.75,10,2,1,0,0,Sydney Sixers,Hobart Hurricanes,1114876,"21st Match (N), Big Bash League at Hobart, Jan 8 2018 | Match Summary | ESPNCricinfo",227,7
1,MG Johnson,4,0,23,1,5.75,12,1,0,4,0,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
2,DJ Willey,4,0,34,0,8.5,8,4,1,0,0,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
3,JA Richardson,4,0,55,0,13.75,6,4,5,0,0,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
4,AC Agar,3,0,26,0,8.66,4,2,1,0,0,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
5,AJ Tye,4,0,36,2,9,11,3,2,1,1,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
6,HWR Cartwright,1,0,8,0,8,1,1,0,0,0,Melbourne Renegades,Perth Scorchers,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
1,Mohammad Nabi,3.5,0,30,1,7.82,9,1,2,1,0,Perth Scorchers,Melbourne Renegades,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
2,KW Richardson,4,0,32,1,8,10,5,0,1,0,Perth Scorchers,Melbourne Renegades,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
3,JD Wildermuth,4,0,38,0,9.5,7,2,2,0,0,Perth Scorchers,Melbourne Renegades,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
4,DJ Bravo,4,0,43,0,10.75,3,3,2,0,0,Perth Scorchers,Melbourne Renegades,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
5,GB Hogg,4,0,38,1,9.5,9,1,3,0,1,Perth Scorchers,Melbourne Renegades,1114877,"22nd Match (N), Big Bash League at Perth, Jan 8 2018 | Match Summary | ESPNCricinfo",228,7
1,B Stanlake,4,0,31,1,7.75,14,4,1,2,0,Melbourne Stars,Adelaide Strikers,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
2,MG Neser,4,0,29,1,7.25,10,3,1,0,0,Melbourne Stars,Adelaide Strikers,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
3,PM Siddle,4,0,33,1,8.25,10,5,0,2,0,Melbourne Stars,Adelaide Strikers,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
4,B Laughlin,4,0,32,1,8,5,1,1,1,0,Melbourne Stars,Adelaide Strikers,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
5,Rashid Khan,4,0,23,1,5.75,8,1,0,0,0,Melbourne Stars,Adelaide Strikers,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
1,JP Faulkner,2,0,6,0,3,6,0,0,0,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
2,JR Coleman,2,0,10,0,5,5,1,0,0,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
3,SM Boland,2,0,26,0,13,3,4,1,0,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
4,JW Hastings,2,0,13,0,6.5,7,1,1,0,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
5,GJ Maxwell,3,0,24,1,8,3,1,0,1,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
6,MP Stoinis,4,0,47,1,11.75,8,4,3,3,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
7,A Zampa,3.4,0,24,0,6.54,8,0,1,1,0,Adelaide Strikers,Melbourne Stars,1114878,"23rd Match (N), Big Bash League at Adelaide, Jan 9 2018 | Match Summary | ESPNCricinfo",229,7
1,JA Burns,1,0,5,0,5,1,0,0,0,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
2,Yasir Shah,4,0,29,0,7.25,5,1,1,1,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
3,MT Steketee,4,0,51,2,12.75,10,5,4,2,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
4,B Doggett,4,0,39,0,9.75,4,0,3,2,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
5,MJ Swepson,3,0,24,0,8,3,1,1,0,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
6,BCJ Cutting,4,0,27,2,6.75,6,3,0,0,0,Hobart Hurricanes,Brisbane Heat,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
1,S Milenko,1,0,16,0,16,2,2,1,0,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
2,CA Rose,2,0,29,0,14.5,2,2,2,0,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
3,JC Archer,4,0,39,1,9.75,10,4,2,2,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
4,TS Mills,4,0,35,0,8.75,8,6,0,0,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
5,CJ Boyce,4,0,23,2,5.75,8,0,1,0,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
6,DJM Short,4,0,20,1,5,8,0,0,1,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
7,DT Christian,1,0,8,1,8,2,0,0,1,0,Brisbane Heat,Hobart Hurricanes,1114879,"24th Match (N), Big Bash League at Brisbane, Jan 10 2018 | Match Summary | ESPNCricinfo",230,7
